0.00628 6233.66049+0.00000j 0.00000+0.00000j 358.20177+0.00000j 0.00000+0.00000j 22386.33416+0.00000j 0.00000+0.00000j
0.03770 6213.44885+0.00000j 0.00000+0.00000j 323.63061+0.00000j 0.00000+0.00000j 44125.35665+0.00000j 0.00000+0.00000j
0.06912 6214.28790+0.00000j 0.00000+0.00000j 178.56850+0.00000j 0.00000+0.00000j 68467.29610+0.00000j 0.00000+0.00000j
0.10053 6258.24995+0.00000j 0.00000+0.00000j 372.71897+0.00000j 0.00000+0.00000j 92675.67660+0.00000j 0.00000+0.00000j
0.13195 6348.34375+0.00000j 0.00000+0.00000j 606.04109+0.00000j 0.00000+0.00000j 114352.29449+0.00000j 0.00000+0.00000j
0.16336 6467.71545+0.00000j 0.00000+0.00000j 769.38412+0.00000j 0.00000+0.00000j 131718.63704+0.00000j 0.00000+0.00000j
0.19478 6595.15813+0.00000j 0.00000+0.00000j 854.37702+0.00000j 0.00000+0.00000j 144107.99818+0.00000j 0.00000+0.00000j
0.22619 6713.35407+0.00000j 0.00000+0.00000j 869.06719+0.00000j 0.00000+0.00000j 151562.83558+0.00000j 0.00000+0.00000j
0.25761 6813.13599+0.00000j 0.00000+0.00000j 828.52841+0.00000j 0.00000+0.00000j 154622.05916+0.00000j 0.00000+0.00000j
0.28903 6892.60042+0.00000j 0.00000+0.00000j 749.91854+0.00000j 0.00000+0.00000j 154092.15529+0.00000j 0.00000+0.00000j
0.32044 6954.42422+0.00000j 0.00000+0.00000j 649.06570+0.00000j 0.00000+0.00000j 150838.83358+0.00000j 0.00000+0.00000j
0.35186 7003.57719+0.00000j 0.00000+0.00000j 540.00514+0.00000j 0.00000+0.00000j 145705.31219+0.00000j 0.00000+0.00000j
0.38327 7045.17616+0.00000j 0.00000+0.00000j 433.14969+0.00000j 0.00000+0.00000j 139412.26568+0.00000j 0.00000+0.00000j
0.41469 7083.55455+0.00000j 0.00000+0.00000j 336.05185+0.00000j 0.00000+0.00000j 132546.60722+0.00000j 0.00000+0.00000j
0.44611 7121.36395+0.00000j 0.00000+0.00000j 253.35953+0.00000j 0.00000+0.00000j 125541.25676+0.00000j 0.00000+0.00000j
0.47752 7159.71349+0.00000j 0.00000+0.00000j 187.38974+0.00000j 0.00000+0.00000j 118688.60112+0.00000j 0.00000+0.00000j
0.50894 7198.18617+0.00000j 0.00000+0.00000j 138.82491+0.00000j 0.00000+0.00000j 112169.22834+0.00000j 0.00000+0.00000j
0.54035 7235.14088+0.00000j 0.00000+0.00000j 106.71320+0.00000j 0.00000+0.00000j 106069.14292+0.00000j 0.00000+0.00000j
